Index,Date,North,South,East,West
34,2022-02-03,100.3484705,68.211587,97.43659198,92.0773224
35,2022-02-04,109.1379882,140.5628659,102.8373721,106.9539513
36,2022-02-05,86.27889011,97.86041289,67.36100064,90.77515921
37,2022-02-06,109.7765186,66.56583045,101.8242469,74.39209413
38,2022-02-07,106.586061,131.8607199,127.0907873,104.1142543
39,2022-02-08,103.197707,94.94821899,99.24612116,91.87048421
40,2022-02-09,97.32644435,120.6621349,98.32619974,100.957947
41,2022-02-10,90.25102762,96.33718349,107.1444309,93.22344723
42,2022-02-11,130.5947029,119.3060525,99.68151489,102.9357511
43,2022-02-12,95.43049519,60.77092299,102.3025277,95.84377266
44,2022-02-13,99.73814017,64.39679863,90.38605194,84.91340789
45,2022-02-14,93.75670672,102.9018237,94.58656453,82.98533815
46,2022-02-15,107.2036,95.83518534,101.1577177,123.1432583
47,2022-02-16,102.0078067,96.90698587,92.82009821,107.6588633
48,2022-02-17,108.3788046,119.1508276,104.4958501,82.07481272
49,2022-02-18,95.13116978,83.34847648,111.071653,109.7873214
50,2022-02-19,115.6159095,96.95332242,93.24756513,90.01463971
51,2022-02-20,116.0960966,106.7448619,99.24282256,86.11909211
52,2022-02-21,101.6434646,140.9630757,107.5812051,87.77783992
53,2022-02-22,96.0541949,80.79719664,87.13356667,112.6373733
54,2022-02-23,106.4805177,106.979417,116.2802752,99.89062117
55,2022-02-24,107.9115582,84.36357116,90.74101821,128.6916385
56,2022-02-25,88.82902308,87.9602682,108.1597805,91.71963266
57,2022-02-26,96.14433987,73.60678542,104.667655,106.7094057
58,2022-02-27,107.3957985,98.72077305,102.3371494,112.2184594
59,2022-02-28,111.4612474,118.0890613,103.8036958,111.4724341
60,2022-03-01,121.6065262,110.8582915,94.36475922,106.6149382
61,2022-03-02,87.09306476,102.7430374,107.5810089,95.40571323
62,2022-03-03,104.7172817,102.6047543,116.4769614,103.8148259
63,2022-03-04,113.7871228,74.86080787,108.2399141,93.82854374
64,2022-03-05,107.9628388,90.26465209,89.17024762,97.44956136
65,2022-03-06,121.8983564,109.3235977,109.6685709,87.25350795
66,2022-03-07,98.81980056,102.2343771,116.5272827,112.3993534
67,2022-03-08,97.06922077,87.84479427,106.3703213,93.84145995
68,2022-03-09,90.85059874,134.2508987,97.85638895,91.32141488
69,2022-03-10,102.3543667,110.019168,105.5915695,118.5631033
70,2022-03-11,106.2507248,111.7662475,93.17264736,108.8614147
71,2022-03-12,105.7498306,83.79270058,94.3713962,88.32682132
72,2022-03-13,77.43796811,94.42626619,117.675363,98.7846343
73,2022-03-14,94.28708433,86.43056377,120.0381716,98.59681832
74,2022-03-15,93.98150666,113.1659855,101.376425,100.9368306
75,2022-03-16,103.7982694,101.541165,77.53571176,99.65715492
76,2022-03-17,96.89886117,82.81183024,79.46128097,101.0602594
77,2022-03-18,108.1024303,115.2811576,89.82871199,96.81708182
78,2022-03-19,85.92902984,92.32656318,122.9122934,94.90609318
79,2022-03-20,115.7478247,101.9052511,89.86222394,95.65778513
80,2022-03-21,90.57050179,60.08030282,106.6714977,96.18505804
81,2022-03-22,89.7941473,38.81765652,86.93223547,112.1770324
82,2022-03-23,94.95134097,101.0163971,126.727472,106.3260448
83,2022-03-24,80.63765723,77.05720603,94.55708187,103.6224996
84,2022-03-25,106.18894,81.71952904,107.5635689,105.9048348
85,2022-03-26,82.22363603,79.58698454,101.6710327,115.2818191
86,2022-03-27,92.14272113,70.39012842,110.0603474,90.04638038
87,2022-03-28,116.0296335,85.59475761,101.9683559,80.22976617
88,2022-03-29,97.96524636,69.42597431,109.4898217,102.1677116
89,2022-03-30,111.6030034,91.58804998,106.5979232,97.97176252
90,2022-03-31,100.6779505,107.7682076,103.605964,105.8819096
91,2022-04-01,85.13844358,60.0553181,84.13995366,102.3150407
92,2022-04-02,103.0611463,103.2239571,88.53295314,106.7623508
93,2022-04-03,77.67071575,110.6645476,104.0605527,120.3763951
94,2022-04-04,116.9741575,100.0206959,100.6467324,105.3221463
95,2022-04-05,115.7360742,115.7219556,98.07396468,92.39092692
96,2022-04-06,94.8659681,72.09357641,100.4743669,81.07080836
97,2022-04-07,117.1948623,43.08720564,83.94394599,89.05376876
98,2022-04-08,102.3265085,63.96293123,90.06410594,99.06438316
99,2022-04-09,104.0686844,113.3030552,99.51835338,87.66647852
100,2022-04-10,84.04702985,111.4494875,102.4410843,86.29131858
101,2022-04-11,104.0251188,113.9404874,93.6032933,101.5182043
102,2022-04-12,110.0132917,91.4479899,110.8388465,85.18089909
103,2022-04-13,102.8709332,94.13807173,108.3807207,102.7030929
104,2022-04-14,102.2362982,117.080874,98.847536,118.5460329
105,2022-04-15,101.3350019,95.89960196,97.49060867,104.1214357
106,2022-04-16,105.6425598,84.06194829,83.14433192,101.5209337
107,2022-04-17,100.4620787,101.127548,107.6189249,94.69197191
108,2022-04-18,91.55304502,121.9779274,99.37957452,115.8400366
109,2022-04-19,93.09002714,105.7913707,104.4579433,100.3660927
110,2022-04-20,112.2839582,112.5712271,87.08184785,88.40940005
111,2022-04-21,110.4170517,132.1083493,93.0825696,90.82176399
112,2022-04-22,100.8077051,119.2843181,99.09163444,98.70235535
113,2022-04-23,82.57802155,131.331943,93.82658113,86.00327362
114,2022-04-24,87.21006745,95.6672922,101.1305406,75.87611299
115,2022-04-25,102.0230847,99.15273227,102.4928224,109.7317109
116,2022-04-26,95.89747416,90.13829913,92.41781064,99.48970837
117,2022-04-27,107.8525468,74.57370749,101.2152576,110.3123326
118,2022-04-28,97.0469063,116.5805238,91.21705535,70.18188721
119,2022-04-29,91.87223625,93.51971833,112.364563,104.2485134
120,2022-04-30,121.4851444,121.2426191,103.6885009,91.69717113
121,2022-05-01,100.1879966,91.20919838,115.7776701,94.5304882
122,2022-05-02,106.413633,88.41934377,96.97246339,121.4870577
123,2022-05-03,115.2760373,59.67838082,111.7534117,106.7858505
124,2022-05-04,116.0165671,108.9829979,84.59525126,95.66069941
125,2022-05-05,100.5746567,108.5067443,94.3989941,90.39078709
126,2022-05-06,85.86065997,66.52703432,94.02390727,100.0025281
127,2022-05-07,99.73983257,120.3325144,108.7866405,98.96348713
128,2022-05-08,110.2820442,64.84928268,95.28096211,86.51834529
129,2022-05-09,91.48580517,114.472079,106.1785653,108.5526554
130,2022-05-10,99.32048936,135.7067971,103.8870463,89.83859729
131,2022-05-11,104.5057992,132.6437899,87.73832725,109.5078158
132,2022-05-12,95.70106174,66.1989172,111.9564597,116.7143408
133,2022-05-13,109.0312947,105.723649,119.1035584,102.7054714
134,2022-05-14,100.8239842,93.68802019,126.8092397,105.2284501
135,2022-05-15,90.45623004,94.08736476,109.9501702,101.9660168
136,2022-05-16,94.8571156,104.27975,101.4104934,107.1251215
137,2022-05-17,75.53809425,71.07597734,83.24081784,113.8987249
138,2022-05-18,89.05261548,45.39813991,96.32485105,113.0056057
139,2022-05-19,97.67174128,70.42549766,88.49879781,99.55936621
140,2022-05-20,67.87186147,100.908139,117.6886264,81.59856033
141,2022-05-21,91.17602603,79.56710957,103.3932824,100.5848819
142,2022-05-22,103.5626445,88.57274361,92.77856803,83.98834467
143,2022-05-23,98.83005953,102.0923527,101.4924681,99.59203162
144,2022-05-24,99.77925623,94.17959794,103.9792018,101.1901608
145,2022-05-25,107.7989714,91.95417007,94.89017861,102.8155339
146,2022-05-26,106.3866638,100.6418207,109.616689,70.19526448
147,2022-05-27,83.31232132,123.6277919,95.78482149,105.7007352
148,2022-05-28,121.2078704,94.3020934,94.84018141,88.52807158
149,2022-05-29,99.49129622,90.63906246,103.7153979,102.168813
150,2022-05-30,95.4409256,100.341814,106.6080538,107.8171553
151,2022-05-31,102.040074,109.9700026,91.42414049,108.0118128
152,2022-06-01,92.72647347,104.7643999,86.02876678,108.7254338
153,2022-06-02,112.3795022,134.7893937,87.92335399,106.2687339
154,2022-06-03,100.3258899,91.30243839,122.1530091,96.47766261
155,2022-06-04,103.8013151,89.31987036,87.75887959,94.62989264
156,2022-06-05,113.5774391,78.40474001,104.5871236,106.1343691
157,2022-06-06,93.64604099,115.1273301,87.81456146,105.3597336
158,2022-06-07,113.4178955,90.12229372,90.70306908,94.5767845
159,2022-06-08,106.760434,110.0647054,98.2955595,102.2337007
160,2022-06-09,102.4974212,113.8062063,92.40542543,82.71677746
161,2022-06-10,87.00216789,102.9955991,84.37139813,76.55505691
162,2022-06-11,97.14774038,107.6009898,82.15193481,111.6138117
163,2022-06-12,107.2320608,93.90852022,86.09089847,81.90970601
164,2022-06-13,78.85247743,98.9709684,103.1313548,104.3328922
165,2022-06-14,96.76019105,119.0823,94.33145284,90.78917708
166,2022-06-15,100.8377085,93.77504296,103.3054435,107.6323326
167,2022-06-16,92.38301151,99.60279151,106.3449351,77.81667371
168,2022-06-17,97.40101449,101.9716163,109.2278396,105.3713601
169,2022-06-18,108.337218,108.7054387,106.6932721,119.9685663
170,2022-06-19,102.2630209,113.2739042,105.304133,76.28281432
171,2022-06-20,83.31339203,107.3466847,112.6151481,107.5171288
172,2022-06-21,96.52401612,96.96019219,114.7647738,82.03215807
173,2022-06-22,88.76118181,128.7520028,101.8436064,63.14074746
174,2022-06-23,107.8853929,112.9957235,116.113338,103.2809156
175,2022-06-24,103.2099134,93.02643587,108.3500259,69.20327102
176,2022-06-25,101.0171281,102.3078939,94.94627879,103.9350929
177,2022-06-26,93.80486096,98.76208357,92.11776164,98.21665336
178,2022-06-27,87.31310556,70.07078143,114.6528278,112.6240716
179,2022-06-28,73.60403314,111.8495453,114.9482069,68.53848533
180,2022-06-29,93.81932516,108.6954618,108.9815331,104.9274178
181,2022-06-30,112.1934503,60.08268643,99.35767,104.3701093
182,2022-07-01,99.09571756,122.1270581,93.89034813,103.0777021
183,2022-07-02,105.3287486,128.1555281,108.2932974,109.5356994
184,2022-07-03,81.32848954,109.541087,124.3774648,75.99383264
185,2022-07-04,118.9171476,88.98579647,92.44230834,94.63553166
186,2022-07-05,110.0197225,87.93166049,96.93513123,91.73132677
187,2022-07-06,112.0365464,74.57342141,88.55509997,121.2737803
188,2022-07-07,99.70703271,92.37019703,107.7235794,112.3334787
189,2022-07-08,106.5803652,85.84534594,124.4506346,102.7138589
190,2022-07-09,90.27945161,86.88968475,105.5943747,72.29559787
191,2022-07-10,93.11377906,99.52926809,99.12439279,109.826475
192,2022-07-11,85.69601138,77.25668366,98.04776557,78.93211321
193,2022-07-12,93.17272261,87.26106219,108.2794881,119.0558326
194,2022-07-13,107.4166974,91.02349703,105.7751615,97.52925503
195,2022-07-14,104.5028237,145.2872986,93.70077651,91.96035267
196,2022-07-15,97.10067794,71.96815175,96.84569705,98.13933948
197,2022-07-16,105.8444679,65.91820341,77.85041298,97.84973131
198,2022-07-17,107.9624424,140.6172351,111.6774569,84.22642248
199,2022-07-18,104.43837,98.69878357,98.04755412,88.6080234
200,2022-07-19,94.78047779,106.6649994,93.34999203,104.6810637
201,2022-07-20,105.4423531,115.9396806,88.23657123,87.4711817
202,2022-07-21,91.25460283,130.9346908,124.6218566,101.8543645
203,2022-07-22,90.09069594,105.267475,100.3623064,102.6099833
204,2022-07-23,104.636654,74.67584972,100.073077,107.0498774
205,2022-07-24,106.5000067,81.47911896,109.4996756,113.8894234
206,2022-07-25,81.40165931,105.9809374,117.1517119,120.7974174
207,2022-07-26,99.31879173,116.8120345,99.55022481,100.4231919
208,2022-07-27,87.59655749,128.2422852,110.6948148,95.08717732
209,2022-07-28,99.55107273,77.2138475,95.1187588,104.5518961
210,2022-07-29,99.08003669,103.4792116,96.67561983,101.0632082
211,2022-07-30,101.820873,101.8181664,117.6100971,101.1492533
212,2022-07-31,98.15758972,91.00592807,105.1099739,101.9237782
213,2022-08-01,84.03506919,112.5215516,89.08582118,118.4404894
214,2022-08-02,94.76223041,80.35191262,107.953617,106.8812804
215,2022-08-03,95.42657209,67.12498431,95.36244071,104.1855604
216,2022-08-04,96.58485966,143.6050581,117.473228,80.96985144
217,2022-08-05,91.03058222,119.3528351,102.5139082,112.7918257
218,2022-08-06,106.34915,98.76007112,108.1120836,126.1484593
219,2022-08-07,109.1415744,77.6637937,104.8929912,104.1439728
220,2022-08-08,90.65429497,58.87011212,87.85984397,111.2787477
221,2022-08-09,102.7404562,95.78054297,99.39131651,103.292313
222,2022-08-10,87.73587598,102.9860957,100.5139652,123.4424721
223,2022-08-11,95.97196989,97.55048046,111.5206575,120.8812341
224,2022-08-12,79.44685986,139.6148995,109.8981888,95.65535099
225,2022-08-13,96.29272864,148.0575926,114.7849507,86.01550155
226,2022-08-14,97.9366795,110.8401487,99.97607904,88.21368275
227,2022-08-15,106.0243231,81.79750498,105.9510115,109.1099242
228,2022-08-16,102.3927457,105.6088082,110.9409587,117.39457
229,2022-08-17,97.53492943,97.18143249,122.6070542,114.448894
230,2022-08-18,77.85365353,80.03958501,115.6816248,109.5054691
231,2022-08-19,93.00016666,134.6447177,111.7780861,85.75457862
232,2022-08-20,111.0213884,127.0022028,97.33730275,88.51148755
233,2022-08-21,100.4049672,73.9316478,108.8644406,98.69863086
234,2022-08-22,85.28084923,57.57580614,106.7689175,90.86565334
235,2022-08-23,108.3929272,109.5487636,94.69931399,107.1682086
236,2022-08-24,113.1596872,78.66901205,68.22206866,101.7237877
237,2022-08-25,113.021097,80.88764187,108.4241798,94.31120437
238,2022-08-26,92.99158258,97.6614253,84.18945286,99.36664863
239,2022-08-27,93.7238566,87.93337111,90.82276349,122.1287265
240,2022-08-28,112.5668763,99.5508472,101.8058341,107.4724366
241,2022-08-29,94.8050017,90.03149521,116.7046966,107.3691062
242,2022-08-30,107.440035,112.0320079,96.5444468,99.96133745
243,2022-08-31,79.19754181,99.77402337,96.93363462,96.17803821
244,2022-09-01,98.69524319,88.83179764,94.45008552,99.01678495
245,2022-09-02,100.4810718,107.7073365,105.3967894,97.30468589
246,2022-09-03,110.7751952,103.5082894,105.1915103,103.1359571
247,2022-09-04,91.10409009,114.430988,93.76678661,103.2695277
248,2022-09-05,95.20267299,108.1680178,119.4143457,101.137578
249,2022-09-06,117.375514,82.8120138,109.444306,102.945259
250,2022-09-07,117.7744842,85.9805986,104.033216,96.08258419
251,2022-09-08,113.9366709,117.1237174,90.85072619,106.7057026
252,2022-09-09,92.01582861,103.7977188,116.9832007,117.5787982
253,2022-09-10,96.09821914,85.68389199,91.4435414,110.1317205
254,2022-09-11,97.54253379,111.704042,98.69387807,86.59012836
255,2022-09-12,93.73374636,112.7691047,109.2377659,108.3472838
256,2022-09-13,105.5134306,139.3567981,96.03647969,121.5758125
257,2022-09-14,111.8203679,101.6643682,95.80009017,83.36393011
258,2022-09-15,95.4454967,67.85216918,93.35067289,97.29956536
259,2022-09-16,99.09991893,102.7654669,100.2332984,95.8898826
260,2022-09-17,98.72290209,144.8741079,106.6219586,108.3917949
261,2022-09-18,96.48725258,95.90911279,104.8188825,68.90601782
262,2022-09-19,109.6533545,118.115686,87.92940261,102.8487188
263,2022-09-20,114.6897823,119.7088141,99.63836576,95.24458493
264,2022-09-21,117.3410904,102.6305431,99.74721119,98.19784652
265,2022-09-22,103.0074687,111.0214577,93.62777339,98.59401986
266,2022-09-23,96.05508649,103.9857977,102.3546511,78.0738994
267,2022-09-24,94.96434229,117.7237685,113.6127105,109.9131958
268,2022-09-25,102.6198148,102.2457353,106.2385711,108.8953466
269,2022-09-26,101.3019746,148.076568,91.79124991,94.00435082
270,2022-09-27,122.8802926,100.0552629,97.85267828,90.4410037
271,2022-09-28,107.6973613,118.6742343,106.7025384,96.6926671
272,2022-09-29,91.14543382,73.5979007,93.05695965,102.5248962
273,2022-09-30,110.7907953,59.94814897,107.6870479,95.78649648
274,2022-10-01,110.4945819,81.98385143,78.11045593,76.51694071
275,2022-10-02,103.7804108,95.36619337,111.9998983,100.7959002
276,2022-10-03,95.70100421,100.5189083,96.76214879,97.87927013
277,2022-10-04,101.2545342,138.6159943,92.84583825,97.60860337
278,2022-10-05,121.1038932,68.63498027,89.8815839,114.4060779
279,2022-10-06,78.61999593,138.821429,85.38525594,104.4605989
280,2022-10-07,100.9896041,141.8072243,96.05942774,83.78735699
281,2022-10-08,121.9832446,89.02666662,93.44558391,93.79126598
282,2022-10-09,94.24553233,108.1731093,104.4543344,98.05301116
283,2022-10-10,108.8071439,88.2449925,119.1126552,114.2649624
284,2022-10-11,98.52849396,96.12117996,96.47463115,76.49450016
285,2022-10-12,83.13450334,120.8839483,102.8441781,105.6037843
286,2022-10-13,99.09716364,92.67599135,113.3417559,125.1871819
287,2022-10-14,95.72040876,88.82404084,86.17798958,103.6561466
288,2022-10-15,101.9915439,72.91299,107.0067238,98.93784316
289,2022-10-16,94.57628981,93.99932906,122.8382831,115.7096255
290,2022-10-17,83.97219036,102.9152911,122.8201649,110.8683473
291,2022-10-18,104.4849393,90.36621617,93.0873525,91.05519084
292,2022-10-19,81.52306211,68.77615623,117.5683363,113.4039064
293,2022-10-20,91.96530641,127.7233059,108.22082,128.1407678
294,2022-10-21,98.89674944,112.5724977,104.0390984,66.55767896
295,2022-10-22,111.2388941,88.76264001,102.7335048,104.9071783
296,2022-10-23,106.0555823,58.7094616,114.6117308,103.1939817
297,2022-10-24,100.2902808,128.6704928,106.6096526,113.1523493
298,2022-10-25,110.128853,93.63633277,99.03383299,118.258832
299,2022-10-26,107.5139552,90.93202771,94.95888628,88.1081473
300,2022-10-27,100.8505907,88.54196803,105.9214976,101.191052
301,2022-10-28,109.6307339,79.40271039,92.57211207,86.47734424
302,2022-10-29,80.08572031,108.8704821,100.1858335,99.16183225
303,2022-10-30,122.3216974,95.04909106,116.7884189,110.4613529
304,2022-10-31,104.2717208,85.23513383,109.8026796,105.453219
305,2022-11-01,99.52760001,94.96825017,110.3721437,104.2151476
306,2022-11-02,102.5964175,91.6230487,94.45078467,104.6947014
307,2022-11-03,109.2329455,61.56090379,93.96229016,121.1635043
308,2022-11-04,119.0641425,94.55902602,101.5941738,111.3806691
309,2022-11-05,105.5866262,93.6521925,114.4479856,99.39650775
310,2022-11-06,97.93106449,90.5089208,91.52950979,114.6749961
311,2022-11-07,109.2043421,90.50807974,84.30053276,103.6681666
312,2022-11-08,101.1606478,67.99477391,100.9621207,112.5341059
313,2022-11-09,113.4428467,98.98414705,118.5255855,93.68915387
314,2022-11-10,94.38202121,115.2651224,102.4500332,98.11794659
315,2022-11-11,83.09453811,128.7360831,121.7820642,84.33306777
316,2022-11-12,101.6917433,125.9513828,102.1829515,104.3133683
317,2022-11-13,104.6365672,110.7105792,94.78737446,119.6417825
318,2022-11-14,110.015515,77.96550246,98.46833658,123.607397
319,2022-11-15,95.60137846,129.0972391,107.379145,92.5891109
320,2022-11-16,109.6214129,109.9197245,101.5884307,98.77691919
321,2022-11-17,101.3251533,131.8077279,109.7445276,108.6994533
322,2022-11-18,109.4616902,89.1109499,93.83940339,94.54011551
323,2022-11-19,69.27546072,108.570205,106.8449135,105.5814762
324,2022-11-20,109.8673781,111.4414243,106.0225741,101.6823188
325,2022-11-21,97.18610645,109.8349949,106.7459572,78.26977118
326,2022-11-22,86.82473607,110.9905134,96.12219295,90.96977354
327,2022-11-23,94.03203195,83.53852387,100.243385,112.8060534
328,2022-11-24,95.31671381,101.288259,106.672789,92.70028391
329,2022-11-25,113.3002141,105.3440376,101.3083652,93.12566642
330,2022-11-26,76.0238133,56.79345758,118.7605735,100.2440045
331,2022-11-27,75.07055131,130.4696351,120.3353357,115.5870618
332,2022-11-28,100.4330775,115.227963,104.4294657,99.25491642
333,2022-11-29,103.4741305,82.62297119,116.9701623,81.25181508
334,2022-11-30,91.69287331,86.79233674,89.6443685,94.92633018
335,2022-12-01,106.3595496,77.3230511,99.05986435,89.01797212
336,2022-12-02,95.03419035,128.3665162,110.7670715,85.75683029
337,2022-12-03,101.0565442,79.49931503,109.3980661,102.7164672
338,2022-12-04,97.34588108,108.4497046,111.0496464,102.1484028
339,2022-12-05,116.0105159,80.77170037,111.785292,117.0133448
340,2022-12-06,101.3039407,92.44163686,113.4938168,106.6905271
341,2022-12-07,114.0331078,114.6996912,98.38784555,121.0596767
342,2022-12-08,92.2632641,58.62534385,88.9684489,106.117822
343,2022-12-09,75.60555837,90.75001828,103.5604115,127.014148
344,2022-12-10,105.9726241,88.14119044,105.183116,98.34526951
345,2022-12-11,98.02365533,130.3746827,94.2809832,84.06012427
346,2022-12-12,96.08289757,90.78480635,105.7981966,89.2557334
347,2022-12-13,103.8031404,131.8329626,101.7226837,115.521916
348,2022-12-14,100.4211481,99.01019381,119.3333815,108.8567101
349,2022-12-15,108.5628894,89.94136719,115.235515,90.66228504
350,2022-12-16,102.6460061,92.51113329,113.6041196,94.86339993
351,2022-12-17,94.50078241,66.59058168,107.0084839,91.0254596
352,2022-12-18,108.2963157,115.7379058,99.65609163,101.7958872
353,2022-12-19,107.2387839,130.1418785,100.9242051,102.7932847
354,2022-12-20,100.3741618,127.5624696,104.247646,100.220427
355,2022-12-21,98.96130713,65.19019462,93.16750463,103.8858339
356,2022-12-22,114.7201942,108.2160967,109.7362432,107.4968942
357,2022-12-23,97.43649923,91.69180379,92.96706167,103.4072466
358,2022-12-24,95.60329195,114.9404943,105.522113,100.7996692
359,2022-12-25,82.71446044,105.8309899,96.43949754,105.6522668
360,2022-12-26,107.1027754,90.6766927,107.9092532,113.6522735
361,2022-12-27,110.4965062,114.9515794,105.5168207,99.44487764
362,2022-12-28,104.9717426,81.13484101,106.5133162,80.82952989
363,2022-12-29,113.2426457,88.33345166,97.81568315,98.49720772
364,2022-12-30,81.49075527,110.1158308,97.40087573,82.49408852
365,2022-12-31,96.24014921,107.0493215,102.0735914,88.51410948
366,2023-01-01,88.26698546,76.24620614,114.4993187,115.837782
367,2023-01-02,110.1515785,111.2730278,98.26834834,111.5494471
368,2023-01-03,106.6416339,79.80243909,89.50136555,89.35022402
369,2023-01-04,106.0377942,78.02442746,95.61171788,85.11672717
370,2023-01-05,91.975033,83.15327721,101.084877,94.60808997
371,2023-01-06,88.03581716,84.64438346,106.0704262,106.6769507
372,2023-01-07,100.1666901,117.3430918,76.16807332,106.1688451
373,2023-01-08,91.67993497,128.2350176,102.2222728,85.88528184
374,2023-01-09,108.0411011,62.7996904,108.5928535,87.14056508
375,2023-01-10,102.9159348,83.68151418,93.74320759,131.2221356
376,2023-01-11,114.1192959,114.2253507,99.17105511,117.8849278
377,2023-01-12,104.8398219,93.45087138,103.0726105,112.667525
378,2023-01-13,94.90335135,113.1117865,107.7119664,108.398906
379,2023-01-14,106.6656667,74.05317599,114.5977391,118.902597
380,2023-01-15,87.65756167,112.0915203,97.15716695,102.0446327
381,2023-01-16,113.1890344,108.2994264,107.1528167,81.69360663
382,2023-01-17,115.1103902,53.13087023,111.1531958,90.95639129
383,2023-01-18,83.96353872,105.7889611,92.783369,130.6676482
384,2023-01-19,99.19114049,81.46269501,99.7140562,82.99836228
385,2023-01-20,110.3876939,79.33086294,108.6298687,103.0032806
386,2023-01-21,94.69607671,124.4378403,103.8053505,95.16229447
387,2023-01-22,108.6813185,85.99858572,96.05129925,91.60703644
388,2023-01-23,92.82003812,88.12822699,111.1861296,79.14976483
389,2023-01-24,101.7204736,98.5520124,102.7379388,116.3453368
390,2023-01-25,97.12119932,115.6463935,118.2311711,119.6332965
391,2023-01-26,115.4124426,105.0381272,101.0282511,87.4785396
392,2023-01-27,93.53789827,108.7958612,102.1226147,98.49748418
393,2023-01-28,105.0903735,97.96497297,101.7079261,107.6031678
394,2023-01-29,95.17409081,109.8320412,102.4983505,76.77025444
395,2023-01-30,98.61207742,123.3935528,94.49759179,89.6054143
396,2023-01-31,95.28884986,86.78135726,78.60835451,85.20951826
397,2023-02-01,91.66369747,105.4143383,98.75716711,121.9488434
398,2023-02-02,89.83650563,82.60275133,113.4714656,98.62660911
399,2023-02-03,89.10836597,100.5277459,84.97314345,99.60435843
400,2023-02-04,113.3339026,105.0729136,113.4241441,99.9797037
401,2023-02-05,101.9561897,93.0623163,110.1191195,80.60721699
402,2023-02-06,105.7572726,87.87615484,81.2783395,97.29593588
403,2023-02-07,92.01533044,106.3226534,100.6016877,114.6277363
404,2023-02-08,81.45830741,85.71833862,108.0777611,81.29737575
405,2023-02-09,103.4925857,76.74906295,101.0535859,99.28010178
406,2023-02-10,91.7201629,117.3405912,102.9955036,98.94323285
407,2023-02-11,108.8430726,89.33588147,99.21148002,64.21960107
408,2023-02-12,96.00608376,87.66694035,96.52556974,88.6875858
409,2023-02-13,91.70426616,97.26566427,83.48629689,101.6369114
410,2023-02-14,98.15626196,92.34378704,105.0929028,90.71450415
411,2023-02-15,88.1450818,89.15203558,101.5146801,95.31655814
412,2023-02-16,92.41299689,84.42129363,110.7599092,117.8801614
413,2023-02-17,101.4928508,98.85440905,112.3135144,75.74401462
414,2023-02-18,109.8067823,93.81232638,99.40095476,98.84532303
415,2023-02-19,104.3480162,143.1802457,96.42854308,105.5522982
416,2023-02-20,92.86214745,99.31517264,126.4180199,107.1182427
417,2023-02-21,89.48170003,74.95337396,105.7976661,103.9940692
418,2023-02-22,93.04073572,93.28616157,96.87828708,118.7798667
419,2023-02-23,100.7401925,113.8725086,87.42180945,101.6557344
420,2023-02-24,109.5992676,103.5361464,111.8788163,90.79809613
421,2023-02-25,87.61856796,134.9453813,97.98794809,92.66249512
422,2023-02-26,109.5964754,70.19235146,98.31594604,125.5503235
423,2023-02-27,76.30142168,131.2170098,88.19284657,95.21430311
424,2023-02-28,95.00021275,84.06048272,101.7993378,68.49110076
425,2023-03-01,117.8378108,112.6148824,101.7588296,99.48471555
426,2023-03-02,94.73423008,99.62197374,112.1509487,96.2768881
